age,rate,value
0_to_4,1927.2,1558
5_to_9,1494.4,1668
10_to_14,2785.3,2495
15_to_19,7037,6200
20_to_24,10760.6,8940
25_to_29,8908.1,8557
30_to_34,7868.9,8004
35_to_39,7630.8,7378
40_to_44,7370.7,6892
45_to_49,8728.2,7497
50_to_54,7968.3,8135
55_to_59,6407.9,7253
60_to_64,5090.3,5037
65_to_69,3016.7,2823
70_to_74,2698.3,2500
75_to_79,3289.1,2213
80_to_84,4557.8,2282
85_to_89,6733,2187
90+,10871.5,2264
