"","age","rate","value"
"1","20_to_24",490.7,7373
"2","65_to_69",309.8,4474
"3","10_to_14",51.2,884
"4","40_to_44",504.6,9509
"5","15_to_19",141.6,2315
"6","45_to_49",643,11021
"7","0_to_4",38.6,620
"8","80_to_84",1094.5,8805
"9","50_to_54",644.4,12093
"10","90+",3329.8,11689
"11","60_to_64",474.6,7521
"12","35_to_39",479.2,9141
"13","5_to_9",39.9,742
"14","55_to_59",551,10913
"15","25_to_29",649.3,11006
"16","70_to_74",343.9,4983
"17","30_to_34",556.1,10390
"18","75_to_79",612.5,6370
"19","85_to_89",1954.9,10340
