"","age","rate","value"
"1","60_to_64",1313.6,20815
"2","35_to_39",1728.7,32973
"3","10_to_14",605.2,10445
"4","70_to_74",755.2,10944
"5","80_to_84",1624.2,13066
"6","15_to_19",2595,42423
"7","55_to_59",1558.1,30859
"8","0_to_4",392.2,6300
"9","25_to_29",2390,40514
"10","40_to_44",1662,31320
"11","30_to_34",1990.1,37181
"12","75_to_79",1060.5,11029
"13","50_to_54",1887,35410
"14","85_to_89",2692.6,14242
"15","20_to_24",3193.2,47978
"16","5_to_9",319.8,5951
"17","45_to_49",1949,33408
"18","65_to_69",848.7,12255
"19","90+",4466.2,15678
