"","age","rate","value"
"1","90+",2696,9464
"2","35_to_39",367.3,7005
"3","70_to_74",283.6,4110
"4","65_to_69",250.3,3614
"5","50_to_54",522.8,9810
"6","75_to_79",510,5304
"7","40_to_44",394.2,7429
"8","30_to_34",423.8,7918
"9","60_to_64",385.8,6114
"10","20_to_24",341.6,5133
"11","55_to_59",447.3,8858
"12","85_to_89",1602.9,8478
"13","15_to_19",83.9,1371
"14","0_to_4",20.3,326
"15","80_to_84",907.7,7302
"16","25_to_29",491,8323
"17","10_to_14",22.6,390
"18","45_to_49",514.5,8819
"19","5_to_9",15.9,296
