age,value,rate
0_to_4,271,320
5_to_9,240,226.7
10_to_14,388,411.9
15_to_19,1563,1685.8
20_to_24,1796,2011.2
25_to_29,1444,1357.9
30_to_34,1311,1230.5
35_to_39,1197,1243.4
40_to_44,1142,1249.2
45_to_49,1268,1515.6
50_to_54,1344,1385.9
55_to_59,1391,1296.5
60_to_64,944,1005.3
65_to_69,653,737.3
70_to_74,677,781.4
75_to_79,728,1223.5
80_to_84,663,1670
85_to_89,528,2467.8
90+,369,3807.7
