"","age","rate","value"
"1","35_to_39",8837.4,168565
"2","60_to_64",5934.1,94032
"3","20_to_24",12123.1,182152
"4","80_to_84",5082.6,40887
"5","10_to_14",3940.8,68007
"6","50_to_54",8427.7,158148
"7","65_to_69",3746.5,54097
"8","90+",13408.5,47069
"9","75_to_79",3724.1,38730
"10","45_to_49",8924.9,152982
"11","70_to_74",3084.9,44706
"12","85_to_89",7956.8,42086
"13","5_to_9",2261,42078
"14","40_to_44",8196.6,154467
"15","25_to_29",11091.1,188010
"16","55_to_59",6923.7,137126
"17","0_to_4",2402.6,38596
"18","15_to_19",7929,129623
"19","30_to_34",9819.4,183455
