age,value,rate
0_to_4,510,630.9
5_to_9,490,439
10_to_14,796,888.6
15_to_19,3207,3639.9
20_to_24,4018,4836.2
25_to_29,3558,3704
30_to_34,3222,3167.6
35_to_39,3005,3108
40_to_44,2949,3153.8
45_to_49,3285,3824.5
50_to_54,3612,3538
55_to_59,3210,2836
60_to_64,2023,2044.4
65_to_69,1079,1153
70_to_74,985,1063.1
75_to_79,992,1474.4
80_to_84,1096,2189
85_to_89,1150,3540.4
90+,1241,5959.2
