age,value,rate
0_to_4,386,477.5
5_to_9,373,334.2
10_to_14,585,653.1
15_to_19,2763,3136
20_to_24,3354,4037
25_to_29,2824,2939.9
30_to_34,2571,2527.6
35_to_39,2473,2557.7
40_to_44,2403,2569.9
45_to_49,2715,3160.9
50_to_54,2996,2934.6
55_to_59,2659,2349.2
60_to_64,1661,1678.6
65_to_69,876,936.1
70_to_74,806,869.9
75_to_79,794,1180.1
80_to_84,883,1763.6
85_to_89,938,2887.8
90+,1024,4917.2
