age,rate,value
0_to_4,2346,1987
5_to_9,1986.5,2103
10_to_14,3137.7,2956
15_to_19,6004.6,5567
20_to_24,9510.6,8493
25_to_29,7588.7,8070
30_to_34,7165.2,7634
35_to_39,6981.6,6721
40_to_44,6799.8,6216
45_to_49,8016.8,6707
50_to_54,7530.4,7303
55_to_59,6555,7033
60_to_64,5564.4,5225
65_to_69,3898.9,3453
70_to_74,3562,3086
75_to_79,4386.4,2610
80_to_84,5899.1,2342
85_to_89,7851.9,1680
90+,12083.4,1171
