"","age","rate","value"
"1","25_to_29",651.4,11042
"2","0_to_4",38.9,625
"3","65_to_69",310.7,4487
"4","20_to_24",492.8,7404
"5","85_to_89",1957,10351
"6","90+",3332.1,11697
"7","70_to_74",344.7,4995
"8","50_to_54",645.6,12114
"9","40_to_44",506.4,9544
"10","80_to_84",1095.8,8815
"11","60_to_64",475.8,7539
"12","55_to_59",552,10932
"13","45_to_49",644.4,11045
"14","35_to_39",480.8,9170
"15","15_to_19",142.3,2326
"16","30_to_34",557.8,10421
"17","75_to_79",613.2,6377
"18","10_to_14",51.7,893
"19","5_to_9",40.5,754
