"","age","rate","value"
"1","0_to_4",2514,40385
"2","55_to_59",7085.5,140330
"3","80_to_84",5147,41405
"4","45_to_49",9186.9,157472
"5","60_to_64",6064.3,96095
"6","15_to_19",8273.1,135247
"7","85_to_89",8053.8,42599
"8","75_to_79",3778.4,39294
"9","40_to_44",8478.3,159776
"10","35_to_39",9164.9,174811
"11","30_to_34",10163.9,189891
"12","90+",13545.8,47551
"13","70_to_74",3136.5,45453
"14","10_to_14",4287.7,73994
"15","25_to_29",11420.3,193590
"16","50_to_54",8646.7,162257
"17","20_to_24",12447.3,187023
"18","65_to_69",3815.7,55096
"19","5_to_9",2439.9,45408
