"","age","rate","value"
"1","55_to_59",533.4,10564
"2","90+",3273.1,11490
"3","5_to_9",32.8,610
"4","30_to_34",529.3,9888
"5","10_to_14",42.4,731
"6","70_to_74",334.5,4847
"7","75_to_79",599.1,6230
"8","60_to_64",458.7,7269
"9","15_to_19",127,2077
"10","85_to_89",1921.4,10163
"11","80_to_84",1073.6,8637
"12","50_to_54",622.7,11685
"13","35_to_39",455,8679
"14","20_to_24",458,6882
"15","65_to_69",298,4303
"16","45_to_49",617.7,10588
"17","25_to_29",614.6,10418
"18","0_to_4",31.1,499
"19","40_to_44",481.2,9068
