"","age","rate","value"
"1","55_to_59",518.4,10268
"2","25_to_29",591.7,10030
"3","30_to_34",508.3,9496
"4","85_to_89",1881.2,9950
"5","70_to_74",325.4,4715
"6","10_to_14",36.7,634
"7","50_to_54",605.1,11354
"8","90+",3211.6,11274
"9","60_to_64",446.9,7082
"10","40_to_44",463.2,8730
"11","35_to_39",436.8,8331
"12","75_to_79",585.4,6088
"13","0_to_4",26.6,428
"14","80_to_84",1051.1,8456
"15","45_to_49",597.9,10249
"16","20_to_24",434.4,6527
"17","5_to_9",28.9,538
"18","15_to_19",116.2,1899
"19","65_to_69",288.6,4167
