"","age","rate","value"
"1","15_to_19",2814.9,48401
"2","80_to_84",2650.4,16842
"3","45_to_49",2550.5,43363
"4","35_to_39",2351.7,44696
"5","30_to_34",2565.7,49598
"6","50_to_54",2542.2,46758
"7","90+",5556,9236
"8","65_to_69",1648.6,22302
"9","60_to_64",2140.5,32690
"10","5_to_9",678.3,12274
"11","25_to_29",2884.6,51712
"12","55_to_59",2222.9,42834
"13","85_to_89",3869.2,13575
"14","20_to_24",3725.9,59156
"15","40_to_44",2235.8,41342
"16","75_to_79",1919,17285
"17","70_to_74",1500.2,19955
"18","10_to_14",1190.9,21585
"19","0_to_4",675.5,11438
