"","age","rate","value"
"1","90+",3778.2,13263
"2","80_to_84",1276.6,10270
"3","50_to_54",1077.8,20225
"4","35_to_39",937.1,17875
"5","70_to_74",474.7,6879
"6","40_to_44",921.1,17359
"7","15_to_19",1234.8,20187
"8","30_to_34",1085.4,20278
"9","0_to_4",183.7,2951
"10","5_to_9",152,2829
"11","65_to_69",490.3,7080
"12","75_to_79",755.8,7860
"13","25_to_29",1323.7,22438
"14","10_to_14",250.3,4319
"15","55_to_59",888.5,17597
"16","85_to_89",2218.8,11736
"17","45_to_49",1101.6,18883
"18","20_to_24",1610.4,24197
"19","60_to_64",754.2,11951
