"","age","rate","value"
"1","25_to_29",3217.8,57686
"2","85_to_89",4282.7,15026
"3","55_to_59",2473.1,47654
"4","35_to_39",2670.9,50762
"5","75_to_79",2114.9,19049
"6","45_to_49",2917.4,49601
"7","50_to_54",2867.2,52737
"8","90+",6218.3,10337
"9","20_to_24",4037,64096
"10","40_to_44",2566.8,47463
"11","65_to_69",1820.6,24629
"12","70_to_74",1651.2,21963
"13","10_to_14",1548.2,28061
"14","80_to_84",2909.7,18490
"15","5_to_9",863.3,15623
"16","15_to_19",3152.3,54203
"17","30_to_34",2889.8,55863
"18","0_to_4",793,13427
"19","60_to_64",2376.6,36297
