"","age","rate","value"
"1","70_to_74",1234.8,16425
"2","15_to_19",2322.2,39929
"3","50_to_54",2013.1,37026
"4","40_to_44",1752.4,32403
"5","80_to_84",2269.1,14419
"6","60_to_64",1714.1,26178
"7","65_to_69",1336.6,18081
"8","25_to_29",2329.4,41759
"9","85_to_89",3347.3,11744
"10","0_to_4",509.8,8632
"11","45_to_49",2006.9,34122
"12","35_to_39",1869.6,35533
"13","30_to_34",2048.7,39603
"14","5_to_9",468.9,8485
"15","20_to_24",3116,49473
"16","10_to_14",801.2,14521
"17","90+",4851.6,8065
"18","55_to_59",1762.2,33957
"19","75_to_79",1619.4,14586
