"","age","rate","value"
"1","70_to_74",537.3,7147
"2","45_to_49",497.2,8453
"3","15_to_19",147.1,2530
"4","55_to_59",474.6,9145
"5","30_to_34",418.1,8083
"6","40_to_44",405.6,7500
"7","75_to_79",880.6,7932
"8","5_to_9",66.2,1198
"9","80_to_84",1440.7,9155
"10","0_to_4",69,1169
"11","35_to_39",396.7,7539
"12","10_to_14",74.7,1354
"13","65_to_69",481.6,6515
"14","20_to_24",335.1,5320
"15","25_to_29",421.4,7555
"16","90+",3522.7,5856
"17","50_to_54",504.2,9273
"18","85_to_89",2296.4,8057
"19","60_to_64",515.4,7871
