age,value,rate
0_to_4,391,461.6
5_to_9,347,327.8
10_to_14,566,600.8
15_to_19,2034,2193.9
20_to_24,2540,2844.3
25_to_29,1960,1843.1
30_to_34,1810,1698.8
35_to_39,1600,1662
40_to_44,1554,1699.9
45_to_49,1691,2021.2
50_to_54,1780,1835.4
55_to_59,1871,1743.8
60_to_64,1228,1307.8
65_to_69,856,966.5
70_to_74,842,971.9
75_to_79,877,1473.9
80_to_84,774,1949.6
85_to_89,619,2893.1
90+,439,4530
