"","age","rate","value"
"1","70_to_74",694.2,9234
"2","15_to_19",1050.2,18058
"3","30_to_34",882.9,17068
"4","25_to_29",991.3,17771
"5","50_to_54",875.3,16100
"6","40_to_44",752.8,13921
"7","65_to_69",678.5,9179
"8","75_to_79",1038.3,9352
"9","5_to_9",181.7,3288
"10","90+",3809.1,6332
"11","80_to_84",1623.7,10318
"12","85_to_89",2516.5,8829
"13","60_to_64",793.2,12114
"14","10_to_14",278.5,5048
"15","20_to_24",1333.2,21168
"16","0_to_4",200.1,3388
"17","35_to_39",802.5,15251
"18","55_to_59",788.5,15193
"19","45_to_49",883.8,15027
