age,rate,value
0_to_4,1024.2,828
5_to_9,846.7,945
10_to_14,1647.8,1476
15_to_19,4727.3,4165
20_to_24,6576.7,5464
25_to_29,5272.8,5065
30_to_34,4542,4620
35_to_39,4460.8,4313
40_to_44,4429.7,4142
45_to_49,5335.6,4583
50_to_54,4771.2,4871
55_to_59,3827.3,4332
60_to_64,2903.4,2873
65_to_69,1635,1530
70_to_74,1534.8,1422
75_to_79,2015.4,1356
80_to_84,2928,1466
85_to_89,4547.1,1477
90+,7558.2,1574
