"","age","rate","value"
"1","30_to_34",7785.2,150498
"2","70_to_74",3498.3,46532
"3","80_to_84",5359.1,34055
"4","75_to_79",4169.8,37558
"5","35_to_39",7304.9,138834
"6","85_to_89",7964.9,27945
"7","50_to_54",7145.8,131433
"8","20_to_24",9046.1,143626
"9","45_to_49",7491.9,127377
"10","5_to_9",2379,43050
"11","55_to_59",6143.3,118377
"12","60_to_64",5795.8,88516
"13","0_to_4",2294.3,38847
"14","25_to_29",8429.4,151116
"15","65_to_69",4156.8,56233
"16","10_to_14",3642.5,66019
"17","90+",11880.2,19749
"18","15_to_19",6118.3,105201
"19","40_to_44",6900.5,127597
