"","age","rate","value"
"1","20_to_24",181.5,2727
"2","80_to_84",615.8,4954
"3","5_to_9",6.9,129
"4","45_to_49",340,5828
"5","40_to_44",254.3,4793
"6","70_to_74",212.1,3073
"7","35_to_39",234.3,4469
"8","50_to_54",343.3,6443
"9","85_to_89",1017.2,5380
"10","25_to_29",306.8,5201
"11","65_to_69",180.2,2602
"12","30_to_34",273.1,5103
"13","90+",1550.5,5443
"14","10_to_14",10.5,181
"15","55_to_59",291,5763
"16","75_to_79",368,3827
"17","0_to_4",15.4,247
"18","15_to_19",36.9,604
"19","60_to_64",261.6,4145
