"","age","rate","value"
"1","30_to_34",302.8,5853
"2","60_to_64",454.3,6938
"3","50_to_54",429.8,7906
"4","5_to_9",34.7,628
"5","45_to_49",410.8,6984
"6","85_to_89",2194.4,7699
"7","0_to_4",33,559
"8","55_to_59",411,7920
"9","20_to_24",195.6,3106
"10","15_to_19",71.1,1223
"11","80_to_84",1366.4,8683
"12","35_to_39",291.2,5535
"13","65_to_69",427.6,5785
"14","25_to_29",295.8,5302
"15","40_to_44",314.9,5822
"16","70_to_74",496.9,6609
"17","75_to_79",832.2,7496
"18","90+",3366.9,5597
"19","10_to_14",39.3,712
