"","age","rate","value"
"1","25_to_29",379.6,6806
"2","20_to_24",285.4,4532
"3","10_to_14",66,1197
"4","15_to_19",120.9,2078
"5","55_to_59",458.7,8839
"6","45_to_49",476.2,8096
"7","35_to_39",369.4,7021
"8","5_to_9",57.9,1048
"9","40_to_44",384.6,7112
"10","85_to_89",2282.2,8007
"11","70_to_74",529.6,7044
"12","50_to_54",485.4,8928
"13","75_to_79",870.9,7844
"14","90+",3504.1,5825
"15","65_to_69",470.1,6360
"16","0_to_4",59.4,1005
"17","30_to_34",387.3,7487
"18","60_to_64",500.9,7650
"19","80_to_84",1431.1,9094
