age,value,rate
0_to_4,116,143.5
5_to_9,113,101.2
10_to_14,157,175.3
15_to_19,611,693.5
20_to_24,1257,1513
25_to_29,1343,1398.1
30_to_34,1201,1180.7
35_to_39,1172,1212.2
40_to_44,1182,1264.1
45_to_49,1385,1612.5
50_to_54,1593,1560.4
55_to_59,1407,1243.1
60_to_64,862,871.1
65_to_69,435,464.9
70_to_74,392,423.1
75_to_79,474,704.5
80_to_84,555,1108.5
85_to_89,651,2004.2
90+,715,3433.4
