"","age","rate","value"
"1","25_to_29",8015.6,143697
"2","20_to_24",8650.2,137341
"3","85_to_89",7654,26854
"4","5_to_9",2251.5,40744
"5","30_to_34",7354,142162
"6","55_to_59",5831.8,112375
"7","45_to_49",7122.9,121103
"8","60_to_64",5491.9,83875
"9","15_to_19",5908.1,101587
"10","40_to_44",6534.8,120835
"11","35_to_39",6892.6,130997
"12","50_to_54",6787.9,124849
"13","75_to_79",3994.1,35975
"14","10_to_14",3501.3,63460
"15","70_to_74",3346.2,44509
"16","0_to_4",2138.8,36215
"17","90+",11373.1,18906
"18","80_to_84",5158,32777
"19","65_to_69",3964.7,53634
