"","age","rate","value"
"1","80_to_84",1096.6,8822
"2","65_to_69",311.6,4499
"3","30_to_34",559.5,10453
"4","10_to_14",52.2,901
"5","20_to_24",495,7437
"6","40_to_44",507.8,9569
"7","45_to_49",645.5,11064
"8","90+",3336.7,11713
"9","25_to_29",653.5,11078
"10","0_to_4",39.5,634
"11","55_to_59",552.6,10945
"12","15_to_19",142.8,2334
"13","5_to_9",41.1,765
"14","75_to_79",613.7,6382
"15","85_to_89",1958.9,10361
"16","60_to_64",476.5,7551
"17","70_to_74",345.2,5003
"18","35_to_39",482.3,9200
"19","50_to_54",646.4,12129
