"","age","rate","value"
"1","90+",2768.4,9718
"2","55_to_59",458.5,9080
"3","5_to_9",17.3,322
"4","10_to_14",24,415
"5","70_to_74",290.1,4204
"6","45_to_49",527.9,9049
"7","20_to_24",354.9,5332
"8","60_to_64",395.2,6263
"9","65_to_69",255.9,3695
"10","30_to_34",435.1,8128
"11","40_to_44",403.9,7611
"12","80_to_84",928,7465
"13","25_to_29",504.7,8556
"14","35_to_39",377.8,7206
"15","0_to_4",21,337
"16","75_to_79",522.7,5436
"17","15_to_19",86.9,1421
"18","50_to_54",535.3,10045
"19","85_to_89",1652,8738
