"","age","rate","value"
"1","85_to_89",2010,7052
"2","65_to_69",388.7,5259
"3","55_to_59",367.1,7074
"4","80_to_84",1247.3,7926
"5","70_to_74",456,6066
"6","0_to_4",25.5,431
"7","90+",3064.4,5094
"8","5_to_9",23.3,421
"9","30_to_34",250.7,4847
"10","35_to_39",243.2,4622
"11","45_to_49",361.7,6150
"12","40_to_44",272.4,5037
"13","75_to_79",763.1,6873
"14","25_to_29",242.1,4341
"15","10_to_14",25.2,457
"16","15_to_19",50.5,868
"17","50_to_54",383.2,7049
"18","20_to_24",149.7,2377
"19","60_to_64",410.2,6264
