age,value,rate
0_to_4,400,494.8
5_to_9,384,344
10_to_14,617,688.8
15_to_19,2834,3216.6
20_to_24,3450,4152.6
25_to_29,2914,3033.6
30_to_34,2650,2605.3
35_to_39,2553,2640.5
40_to_44,2461,2631.9
45_to_49,2766,3220.2
50_to_54,3066,3003.2
55_to_59,2712,2396
60_to_64,1709,1727.1
65_to_69,903,965
70_to_74,829,894.8
75_to_79,830,1233.6
80_to_84,916,1829.5
85_to_89,976,3004.7
90+,1071,5142.9
