age,value,rate
0_to_4,99,122.5
5_to_9,100,89.6
10_to_14,125,139.5
15_to_19,467,530
20_to_24,1113,1339.7
25_to_29,1253,1304.4
30_to_34,1121,1102.1
35_to_39,1085,1122.2
40_to_44,1105,1181.8
45_to_49,1329,1547.3
50_to_54,1512,1481
55_to_59,1324,1169.7
60_to_64,817,825.6
65_to_69,409,437.1
70_to_74,378,408
75_to_79,457,679.2
80_to_84,544,1086.5
85_to_89,638,1964.2
90+,709,3404.6
