"","age","rate","value"
"1","90+",3613.3,12684
"2","55_to_59",714.1,14142
"3","60_to_64",615.9,9760
"4","35_to_39",727.8,13883
"5","70_to_74",407.1,5900
"6","65_to_69",397.5,5740
"7","75_to_79",686.4,7138
"8","5_to_9",113.3,2109
"9","45_to_49",876.8,15030
"10","50_to_54",862.3,16181
"11","10_to_14",153.6,2651
"12","20_to_24",974.8,14646
"13","15_to_19",422.6,6908
"14","30_to_34",838.9,15673
"15","40_to_44",724.9,13661
"16","80_to_84",1196.8,9628
"17","25_to_29",1022.8,17338
"18","85_to_89",2117.1,11198
"19","0_to_4",114.8,1844
