"","age","rate","value"
"1","30_to_34",8432.9,157551
"2","35_to_39",7593.6,144840
"3","0_to_4",1964.8,31563
"4","55_to_59",5999.6,118825
"5","20_to_24",10704.5,160836
"6","25_to_29",9662.7,163796
"7","10_to_14",3500.3,60406
"8","75_to_79",3273.8,34047
"9","65_to_69",3250.2,46931
"10","40_to_44",7129.5,134357
"11","15_to_19",7180.9,117393
"12","45_to_49",7809.7,133867
"13","50_to_54",7346.3,137855
"14","60_to_64",5115.1,81054
"15","5_to_9",1905.2,35456
"16","85_to_89",6996,37004
"17","70_to_74",2699.6,39122
"18","80_to_84",4495.6,36165
"19","90+",11736.6,41200
