age,rate,value
0_to_4,1880.8,1593
5_to_9,1668.1,1766
10_to_14,2683.4,2528
15_to_19,5284,4899
20_to_24,8120.9,7252
25_to_29,6306,6706
30_to_34,5912.2,6299
35_to_39,5861.8,5643
40_to_44,5709.1,5219
45_to_49,6773.7,5667
50_to_54,6296.1,6106
55_to_59,5479.4,5879
60_to_64,4639,4356
65_to_69,3262,2889
70_to_74,3008,2606
75_to_79,3695.7,2199
80_to_84,4846.2,1924
85_to_89,6300.2,1348
90+,9730.7,943
