"","age","rate","value"
"1","40_to_44",8409.5,158479
"2","55_to_59",7052.9,139685
"3","0_to_4",2495,40081
"4","30_to_34",10082.6,188371
"5","20_to_24",12373.5,185914
"6","15_to_19",8193.1,133940
"7","5_to_9",2407.9,44812
"8","50_to_54",8594.6,161279
"9","45_to_49",9126.4,156435
"10","10_to_14",4210.2,72657
"11","60_to_64",6035.2,95634
"12","85_to_89",8032.9,42488
"13","80_to_84",5133.4,41296
"14","35_to_39",9086.8,173321
"15","70_to_74",3124.8,45284
"16","90+",13523,47471
"17","25_to_29",11346.7,192343
"18","75_to_79",3766.7,39173
"19","65_to_69",3798,54841
