age,value,rate
0_to_4,135,159.4
5_to_9,109,103
10_to_14,191,202.7
15_to_19,497,536.1
20_to_24,830,929.5
25_to_29,861,809.6
30_to_34,797,748.1
35_to_39,759,788.4
40_to_44,679,742.8
45_to_49,806,963.4
50_to_54,862,888.8
55_to_59,913,850.9
60_to_64,623,663.5
65_to_69,439,495.7
70_to_74,510,588.7
75_to_79,564,947.9
80_to_84,547,1377.8
85_to_89,440,2056.5
90+,327,3374.3
