age,rate,value
0_to_4,1386.1,1174
5_to_9,1277.1,1352
10_to_14,2114.5,1992
15_to_19,4256.1,3946
20_to_24,6135.5,5479
25_to_29,4502.4,4788
30_to_34,4246.2,4524
35_to_39,4302.6,4142
40_to_44,4198.4,3838
45_to_49,5025,4204
50_to_54,4552.5,4415
55_to_59,4003.1,4295
60_to_64,3291.8,3091
65_to_69,2366.7,2096
70_to_74,2228.9,1931
75_to_79,2909.1,1731
80_to_84,3770.7,1497
85_to_89,5085.1,1088
90+,7883.6,764
