"","age","rate","value"
"1","25_to_29",8904.8,159639
"2","75_to_79",4294.4,38680
"3","60_to_64",6070.2,92707
"4","5_to_9",2635.1,47685
"5","65_to_69",4327.1,58537
"6","45_to_49",7910.7,134498
"7","80_to_84",5518.5,35068
"8","0_to_4",2490.9,42176
"9","40_to_44",7342,135762
"10","20_to_24",9507.7,150955
"11","85_to_89",8204.1,28784
"12","55_to_59",6450.5,124296
"13","10_to_14",4032.4,73086
"14","90+",12241.2,20349
"15","15_to_19",6510.5,111945
"16","70_to_74",3616.5,48105
"17","35_to_39",7789.8,148049
"18","50_to_54",7529.8,138496
"19","30_to_34",8273,159928
