"","age","rate","value"
"1","75_to_79",228.3,2374
"2","80_to_84",346.8,2790
"3","60_to_64",120.7,1913
"4","10_to_14",4.8,82
"5","50_to_54",139.4,2616
"6","40_to_44",100.1,1886
"7","5_to_9",3,56
"8","65_to_69",108.6,1568
"9","35_to_39",91.2,1739
"10","55_to_59",121.5,2406
"11","85_to_89",522.2,2762
"12","30_to_34",106.8,1996
"13","70_to_74",136.4,1977
"14","90+",697.6,2449
"15","25_to_29",115.9,1964
"16","45_to_49",138.7,2377
"17","15_to_19",13.2,215
"18","0_to_4",9.8,158
"19","20_to_24",57.6,866
