age,rate,value
0_to_4,1350.8,1092
5_to_9,1105.6,1234
10_to_14,2051.9,1838
15_to_19,5482,4830
20_to_24,7881.5,6548
25_to_29,6433.5,6180
30_to_34,5649,5746
35_to_39,5534.4,5351
40_to_44,5441.4,5088
45_to_49,6471.9,5559
50_to_54,5871.2,5994
55_to_59,4664.8,5280
60_to_64,3617.9,3580
65_to_69,2092.4,1958
70_to_74,1898.5,1759
75_to_79,2375,1598
80_to_84,3337.5,1671
85_to_89,5085.9,1652
90+,8350.5,1739
