age,value,rate
0_to_4,736,869
5_to_9,815,769.8
10_to_14,1265,1342.8
15_to_19,2943,3174.3
20_to_24,3971,4446.8
25_to_29,3299,3102.2
30_to_34,3094,2904
35_to_39,2755,2861.8
40_to_44,2633,2880.3
45_to_49,2932,3504.6
50_to_54,3044,3138.8
55_to_59,2989,2785.9
60_to_64,2089,2224.7
65_to_69,1417,1600
70_to_74,1334,1539.8
75_to_79,1320,2218.4
80_to_84,1188,2992.4
85_to_89,892,4169
90+,636,6562.8
