"","age","rate","value"
"1","0_to_4",2309.8,39110
"2","50_to_54",7179.1,132044
"3","20_to_24",9087,144276
"4","40_to_44",6936.4,128261
"5","10_to_14",3657.3,66287
"6","75_to_79",4181.3,37661
"7","5_to_9",2392.1,43287
"8","35_to_39",7343.3,139563
"9","85_to_89",7986.6,28021
"10","55_to_59",6171.2,118915
"11","15_to_19",6139.8,105572
"12","80_to_84",5378.3,34177
"13","30_to_34",7823.5,151237
"14","60_to_64",5824.8,88958
"15","70_to_74",3510.1,46689
"16","65_to_69",4176.8,56504
"17","45_to_49",7527.4,127981
"18","90+",11915.7,19808
"19","25_to_29",8467,151789
