"","age","rate","value"
"1","75_to_79",3771.2,39220
"2","85_to_89",8040.4,42528
"3","70_to_74",3129.6,45354
"4","45_to_49",9151.8,156871
"5","80_to_84",5139.2,41343
"6","0_to_4",2503.4,40215
"7","50_to_54",8618.9,161735
"8","60_to_64",6047.2,95824
"9","20_to_24",12405.8,186399
"10","40_to_44",8439.7,159049
"11","30_to_34",10117.5,189024
"12","90+",13533.3,47507
"13","5_to_9",2424.8,45126
"14","35_to_39",9121,173975
"15","15_to_19",8227.1,134496
"16","65_to_69",3806.2,54959
"17","55_to_59",7067.8,139981
"18","10_to_14",4244.7,73253
"19","25_to_29",11376.6,192849
