"","age","rate","value"
"1","50_to_54",7414.9,136382
"2","55_to_59",6363.2,122614
"3","90+",12170.2,20231
"4","0_to_4",2421.4,41000
"5","60_to_64",6002.1,91667
"6","5_to_9",2498.1,45206
"7","65_to_69",4285.8,57978
"8","85_to_89",8153.6,28607
"9","45_to_49",7774.2,132176
"10","30_to_34",8120.1,156971
"11","80_to_84",5480.3,34825
"12","15_to_19",6328.9,108823
"13","70_to_74",3586.9,47711
"14","40_to_44",7192.9,133005
"15","20_to_24",9358.8,148591
"16","25_to_29",8755.4,156960
"17","35_to_39",7624.2,144901
"18","75_to_79",4263.9,38405
"19","10_to_14",3801.8,68906
