"","age","rate","value"
"1","55_to_59",6460.6,124491
"2","70_to_74",3619.5,48145
"3","10_to_14",4058.7,73562
"4","20_to_24",9525.1,151231
"5","60_to_64",6076.9,92809
"6","25_to_29",8921.2,159932
"7","35_to_39",7809.9,148431
"8","45_to_49",7927.8,134788
"9","75_to_79",4297.6,38709
"10","0_to_4",2497.1,42281
"11","80_to_84",5522.5,35093
"12","50_to_54",7543.1,138740
"13","5_to_9",2646.5,47892
"14","15_to_19",6530,112280
"15","30_to_34",8289.2,160240
"16","85_to_89",8209.8,28804
"17","90+",12250.8,20365
"18","40_to_44",7360.1,136097
"19","65_to_69",4331.7,58599
