age,rate,value
0_to_4,2381.4,2017
5_to_9,2011,2129
10_to_14,3163.2,2980
15_to_19,6036.9,5597
20_to_24,9587.9,8562
25_to_29,7668.6,8155
30_to_34,7246.8,7721
35_to_39,7051.2,6788
40_to_44,6854.5,6266
45_to_49,8076.5,6757
50_to_54,7604.7,7375
55_to_59,6619.3,7102
60_to_64,5607,5265
65_to_69,3940.7,3490
70_to_74,3602.4,3121
75_to_79,4435.1,2639
80_to_84,5947,2361
85_to_89,7959.4,1703
90+,12227.8,1185
