"","age","rate","value"
"1","75_to_79",721.7,6500
"2","20_to_24",124,1968
"3","10_to_14",19.2,348
"4","65_to_69",366.3,4955
"5","0_to_4",23.9,405
"6","5_to_9",16.9,305
"7","90+",2831.6,4707
"8","50_to_54",351.7,6468
"9","25_to_29",211.3,3788
"10","35_to_39",216,4106
"11","55_to_59",338.2,6516
"12","85_to_89",1880,6596
"13","45_to_49",333,5662
"14","40_to_44",246.1,4551
"15","80_to_84",1171.1,7442
"16","70_to_74",426.9,5679
"17","60_to_64",382.4,5840
"18","30_to_34",221.5,4281
"19","15_to_19",40.1,690
