"","age","rate","value"
"1","0_to_4",95.7,1620
"2","45_to_49",569,9674
"3","10_to_14",111.2,2016
"4","40_to_44",476.8,8816
"5","60_to_64",560.3,8557
"6","90+",3593.1,5973
"7","20_to_24",508.8,8079
"8","85_to_89",2336,8196
"9","75_to_79",906.5,8165
"10","35_to_39",479.5,9114
"11","25_to_29",547.9,9823
"12","30_to_34",519.3,10038
"13","55_to_59",524.8,10112
"14","15_to_19",254.3,4373
"15","65_to_69",514,6954
"16","50_to_54",566.7,10424
"17","5_to_9",99.2,1795
"18","80_to_84",1476.3,9381
"19","70_to_74",562.8,7486
