"","age","rate","value"
"1","75_to_79",3739,38885
"2","40_to_44",8260.4,155670
"3","60_to_64",5971.4,94623
"4","90+",13461.5,47255
"5","10_to_14",3993.8,68923
"6","80_to_84",5104.1,41060
"7","70_to_74",3099.5,44917
"8","20_to_24",12210,183457
"9","0_to_4",2433.3,39089
"10","55_to_59",6969,138024
"11","15_to_19",8002.4,130822
"12","45_to_49",8988,154064
"13","50_to_54",8484.2,159208
"14","85_to_89",7988.8,42255
"15","35_to_39",8907.7,169906
"16","65_to_69",3765.4,54370
"17","30_to_34",9900.7,184974
"18","5_to_9",2291.2,42641
"19","25_to_29",11174,189416
