"","age","rate","value"
"1","70_to_74",3608.8,48003
"2","15_to_19",6467.4,111204
"3","80_to_84",5508.9,35007
"4","20_to_24",9472,150389
"5","75_to_79",4287.4,38617
"6","30_to_34",8236.4,159220
"7","45_to_49",7877.4,133932
"8","5_to_9",2605.1,47143
"9","40_to_44",7304.8,135074
"10","55_to_59",6429.8,123897
"11","35_to_39",7748.2,147259
"12","25_to_29",8871.7,159044
"13","0_to_4",2476,41924
"14","50_to_54",7502,137984
"15","85_to_89",8192.1,28742
"16","60_to_64",6054.2,92462
"17","65_to_69",4318.5,58421
"18","10_to_14",3971.5,71982
"19","90+",12227.3,20326
