"","age","rate","value"
"1","75_to_79",858.6,8929
"2","50_to_54",1361.1,25542
"3","70_to_74",566.9,8216
"4","10_to_14",372.5,6429
"5","65_to_69",612.6,8846
"6","55_to_59",1124,22261
"7","90+",4016.1,14098
"8","45_to_49",1394.4,23902
"9","20_to_24",2316.2,34802
"10","85_to_89",2371,12541
"11","15_to_19",1968.6,32183
"12","80_to_84",1395.9,11229
"13","30_to_34",1398.3,26124
"14","35_to_39",1207.2,23026
"15","25_to_29",1701,28835
"16","60_to_64",949,15038
"17","0_to_4",261.6,4202
"18","5_to_9",211.4,3935
"19","40_to_44",1170.6,22061
