age,value,rate
0_to_4,408,504.7
5_to_9,395,353.9
10_to_14,634,707.8
15_to_19,2871,3258.6
20_to_24,3521,4238
25_to_29,2994,3116.8
30_to_34,2720,2674.1
35_to_39,2605,2694.3
40_to_44,2532,2707.9
45_to_49,2824,3287.8
50_to_54,3127,3062.9
55_to_59,2768,2445.5
60_to_64,1746,1764.5
65_to_69,924,987.4
70_to_74,847,914.2
75_to_79,850,1263.3
80_to_84,941,1879.4
85_to_89,996,3066.3
90+,1089,5229.3
