"","age","rate","value"
"1","70_to_74",436.3,5804
"2","50_to_54",362.9,6675
"3","10_to_14",21.1,382
"4","40_to_44",255,4715
"5","45_to_49",343,5831
"6","60_to_64",391,5971
"7","15_to_19",43.2,742
"8","75_to_79",733.2,6604
"9","30_to_34",232.2,4489
"10","80_to_84",1193.8,7586
"11","20_to_24",131.9,2094
"12","5_to_9",19,343
"13","55_to_59",347.2,6691
"14","0_to_4",24.5,415
"15","65_to_69",373.2,5048
"16","85_to_89",1923,6747
"17","90+",2900.7,4822
"18","25_to_29",220.4,3951
"19","35_to_39",226,4295
