"","age","rate","value"
"1","55_to_59",402.9,7764
"2","75_to_79",822.8,7411
"3","65_to_69",419.1,5669
"4","85_to_89",2166.5,7601
"5","20_to_24",186.7,2964
"6","5_to_9",32.2,582
"7","10_to_14",36.2,656
"8","80_to_84",1348,8566
"9","50_to_54",420.5,7735
"10","15_to_19",66,1134
"11","25_to_29",284.4,5098
"12","70_to_74",490.7,6527
"13","90+",3335.1,5544
"14","45_to_49",401.2,6821
"15","30_to_34",291.4,5634
"16","60_to_64",446.6,6821
"17","35_to_39",280.7,5335
"18","40_to_44",305.4,5647
"19","0_to_4",31.1,526
