"","age","rate","value"
"1","80_to_84",1691,13603
"2","60_to_64",1402.9,22230
"3","55_to_59",1665.3,32982
"4","45_to_49",2086.3,35762
"5","85_to_89",2775.2,14679
"6","5_to_9",346.4,6447
"7","75_to_79",1110.8,11552
"8","40_to_44",1781.3,33570
"9","50_to_54",2015.3,37817
"10","65_to_69",906.9,13095
"11","30_to_34",2128.5,39766
"12","35_to_39",1855.2,35386
"13","25_to_29",2552.3,43265
"14","10_to_14",655.5,11312
"15","90+",4591.8,16119
"16","15_to_19",2704.1,44206
"17","0_to_4",424.7,6822
"18","70_to_74",806.6,11689
"19","20_to_24",3375.3,50715
