"","age","rate","value"
"1","20_to_24",145.2,2182
"2","0_to_4",14.4,231
"3","75_to_79",337.1,3506
"4","25_to_29",261.6,4434
"5","90+",1330.9,4672
"6","35_to_39",198.1,3779
"7","60_to_64",228.5,3621
"8","80_to_84",556.5,4477
"9","70_to_74",196,2840
"10","50_to_54",295.6,5547
"11","55_to_59",250.3,4958
"12","15_to_19",29,474
"13","65_to_69",164.5,2376
"14","85_to_89",897.5,4747
"15","30_to_34",234.1,4374
"16","40_to_44",219.3,4133
"17","45_to_49",290.6,4982
"18","5_to_9",6,112
"19","10_to_14",8.3,144
