age,rate,value
0_to_4,2358.9,1907
5_to_9,1774.9,1981
10_to_14,3260.9,2921
15_to_19,7996.1,7045
20_to_24,12645.5,10506
25_to_29,10570.6,10154
30_to_34,9334.7,9495
35_to_39,8994,8696
40_to_44,8557.8,8002
45_to_49,10205.6,8766
50_to_54,9311.2,9506
55_to_59,7564.4,8562
60_to_64,6004.9,5942
65_to_69,3617.3,3385
70_to_74,3213.2,2977
75_to_79,4009.9,2698
80_to_84,5590.4,2799
85_to_89,8444.7,2743
90+,13872.7,2889
