"","age","rate","value"
"1","70_to_74",2721.8,36204
"2","60_to_64",4325.3,66058
"3","90+",9179.2,15259
"4","85_to_89",6281.9,22040
"5","30_to_34",5770,111541
"6","35_to_39",5390.9,102457
"7","65_to_69",3167.6,42851
"8","45_to_49",5668.3,96372
"9","25_to_29",6404,114806
"10","0_to_4",1595.3,27012
"11","5_to_9",1790.9,32409
"12","10_to_14",2969.4,53819
"13","75_to_79",3260.8,29370
"14","55_to_59",4595.2,88546
"15","80_to_84",4276.3,27174
"16","50_to_54",5384,99027
"17","15_to_19",5095,87606
"18","20_to_24",7096.6,112674
"19","40_to_44",5151.4,95255
