"","age","rate","value"
"1","90+",3526.4,5862
"2","80_to_84",1443.7,9174
"3","5_to_9",68.2,1234
"4","40_to_44",410.3,7587
"5","65_to_69",483.8,6545
"6","85_to_89",2297.3,8060
"7","45_to_49",501.5,8527
"8","70_to_74",539.1,7171
"9","55_to_59",478,9210
"10","0_to_4",71.3,1207
"11","20_to_24",345.7,5489
"12","25_to_29",430,7708
"13","15_to_19",155.2,2669
"14","10_to_14",76.6,1389
"15","60_to_64",518.1,7912
"16","30_to_34",425.7,8229
"17","50_to_54",508.1,9346
"18","75_to_79",881.6,7941
"19","35_to_39",403,7659
