"","age","rate","value"
"1","85_to_89",3017.6,15961
"2","80_to_84",1860.5,14967
"3","5_to_9",417.9,7777
"4","0_to_4",505.4,8119
"5","55_to_59",1938.5,38392
"6","50_to_54",2351.4,44125
"7","10_to_14",808.1,13946
"8","65_to_69",1062.2,15337
"9","45_to_49",2435.3,41744
"10","25_to_29",2979.8,50512
"11","15_to_19",3013.4,49262
"12","90+",4959.6,17410
"13","60_to_64",1645,26066
"14","70_to_74",931.6,13500
"15","35_to_39",2196.5,41897
"16","30_to_34",2498.8,46684
"17","40_to_44",2099.4,39564
"18","75_to_79",1253.7,13038
"19","20_to_24",3877.4,58259
