"","age","rate","value"
"1","75_to_79",467.8,4865
"2","35_to_39",328.7,6270
"3","70_to_74",262,3797
"4","85_to_89",1428.5,7556
"5","80_to_84",824,6629
"6","25_to_29",436.1,7393
"7","45_to_49",466.6,7998
"8","15_to_19",68.3,1116
"9","40_to_44",354.6,6682
"10","65_to_69",229.6,3316
"11","50_to_54",472.3,8863
"12","10_to_14",16.7,288
"13","5_to_9",11.4,212
"14","55_to_59",403.1,7983
"15","30_to_34",380.5,7109
"16","20_to_24",290.4,4363
"17","90+",2362.7,8294
"18","60_to_64",348.9,5528
"19","0_to_4",18.7,301
