"","age","rate","value"
"1","60_to_64",488.2,7736
"2","15_to_19",162.1,2650
"3","65_to_69",320.7,4630
"4","0_to_4",45.9,738
"5","30_to_34",582.9,10891
"6","80_to_84",1108.2,8915
"7","90+",3370.6,11832
"8","10_to_14",58.8,1015
"9","5_to_9",46.7,870
"10","70_to_74",351.9,5099
"11","35_to_39",501,9556
"12","45_to_49",664.5,11391
"13","40_to_44",525.5,9903
"14","55_to_59",565.3,11196
"15","85_to_89",1977.2,10458
"16","20_to_24",527,7919
"17","50_to_54",663.3,12447
"18","25_to_29",680.8,11540
"19","75_to_79",620.8,6456
