"","age","rate","value"
"1","70_to_74",3070.4,44495
"2","35_to_39",8764.5,167174
"3","0_to_4",2375.8,38165
"4","10_to_14",3904.6,67383
"5","25_to_29",11008.2,186604
"6","85_to_89",7916,41870
"7","15_to_19",7873.1,128709
"8","30_to_34",9737.7,181929
"9","50_to_54",8370.2,157068
"10","75_to_79",3705.4,38535
"11","20_to_24",12045.6,180987
"12","5_to_9",2236.5,41623
"13","90+",13358.6,46894
"14","40_to_44",8133.7,153282
"15","60_to_64",5896.6,93438
"16","45_to_49",8866.4,151979
"17","80_to_84",5058.8,40696
"18","65_to_69",3725.3,53791
"19","55_to_59",6876.6,136194
